factid,yearid,locationid,topicid,questionid,stratificationid,datavalue,lowconfidence,highconfidence,samplesize
49499,5,53,PA,Q043,RACEHIS,47.4,43.1,51.8,850
49500,3,13,PA,Q047,RACEBLK,30.9,28.0,34.0,1842
49501,3,42,PA,Q046,EDUHS,18.4,14.7,22.7,778
49502,3,8,PA,Q047,INC2535,19.8,16.9,22.9,1139
49503,5,42,OWS,Q037,INC2535,33.5,28.1,39.3,517
49504,1,22,PA,Q047,FEMALE,37.0,35.3,38.8,7195
49505,4,36,OWS,Q036,OVERALL,27.0,25.6,28.5,6325
49506,1,19,PA,Q047,EDUCOGRAD,15.6,13.9,17.5,2095
49507,5,53,PA,Q043,RACENAA,53.6,43.8,63.1,171
49508,3,30,PA,Q045,RACEWHT,39.2,37.7,40.7,7800
49509,1,8,PA,Q046,INC75PLUS,42.7,40.6,44.9,3678
49510,5,36,PA,Q044,AGEYR2534,22.2,19.2,25.4,1057
49511,5,37,OWS,Q036,INCLESS15,34.8,30.1,39.8,558
49512,1,39,OWS,Q036,EDUCOTEC,30.5,28.0,33.1,2422
49513,3,15,OWS,Q036,AGEYR5564,21.9,19.0,24.9,1625
49514,3,17,OWS,Q036,MALE,28.3,25.8,30.9,2330
49515,5,54,OWS,Q036,INC2535,41.0,36.2,46.1,526
49516,1,22,PA,Q044,FEMALE,12.0,10.8,13.3,6803
49517,3,2,PA,Q046,EDUHSGRAD,30.4,26.8,34.3,1159
49518,3,2,PA,Q047,AGEYR2534,15.5,12.0,19.9,604
49519,1,30,PA,Q044,INC5075,24.3,21.1,27.8,1362
49520,1,17,OWS,Q036,RACEHIS,25.2,19.3,32.2,277
49521,1,48,PA,Q046,EDUCOTEC,31.9,29.1,34.9,3537
49522,5,11,PA,Q045,AGEYR1824,39.5,27.3,53.2,75
49523,3,53,OWS,Q036,AGEYR3544,28.9,25.9,32.0,1258
49524,1,48,PA,Q043,INC2535,40.5,35.7,45.5,1227
49525,3,53,OWS,Q037,EDUHS,29.5,24.8,34.8,513
49526,3,9,PA,Q044,AGEYR3544,18.5,15.6,22.0,865
49527,5,16,PA,Q047,INC1525,30.2,25.6,35.3,796
49528,3,26,OWS,Q036,INCLESS15,36.6,32.7,40.7,1171
49529,5,30,PA,Q044,RACENAA,21.5,15.2,29.4,416
49530,3,12,PA,Q046,INC5075,33.4,30.2,36.8,3870
49531,4,22,PA,Q047,AGEYR65PLUS,37.3,34.8,39.9,2082
49532,2,4,OWS,Q037,AGEYR1824,24.9,19.5,31.1,348
49533,3,24,PA,Q045,EDUHS,18.3,14.2,23.3,728
49534,1,15,PA,Q047,INC3550,20.6,17.1,24.5,1046
49535,2,51,PA,Q047,OVERALL,22.5,21.3,23.8,7388
49536,5,28,PA,Q043,INC75PLUS,46.6,42.1,51.2,891
49537,5,45,PA,Q043,RACENAA,38.9,26.2,53.4,65
49538,3,4,OWS,Q037,AGEYR5564,36.6,31.5,42.1,858
49539,1,35,PA,Q043,INCNR,47.7,43.3,52.2,1013
49540,3,39,OWS,Q036,FEMALE,30.8,29.1,32.5,6559
49541,1,18,OWS,Q036,AGEYR65PLUS,26.6,24.5,28.8,2648
49542,2,26,OWS,Q037,INC3550,36.3,32.9,39.9,1384
49543,3,27,PA,Q044,AGEYR1824,28.6,24.1,33.6,589
49544,3,39,OWS,Q037,RACEASN,32.4,21.2,46.1,83
49545,3,47,OWS,Q037,EDUCOTEC,32.8,29.5,36.2,1464
49546,1,44,PA,Q044,AGEYR65PLUS,15.1,13.3,17.1,1833
49547,4,9,PA,Q047,AGEYR4554,19.9,17.4,22.7,1517
49548,3,28,PA,Q046,EDUHSGRAD,21.5,18.8,24.5,2148
49549,3,1,PA,Q047,INC75PLUS,21.6,18.4,25.2,1023
49550,2,24,OWS,Q037,INC2535,38.2,32.7,44.0,983
49551,3,36,PA,Q043,FEMALE,46.3,44.4,48.3,4545
49552,3,53,PA,Q043,INCLESS15,48.7,43.8,53.6,852
49553,2,33,OWS,Q036,EDUCOTEC,28.4,25.8,31.3,1845
49554,5,33,OWS,Q037,INC1525,34.8,29.6,40.3,691
49555,4,47,OWS,Q036,INC3550,28.8,24.2,33.9,585
49556,1,13,PA,Q045,INC3550,30.5,26.7,34.5,1099
49557,1,27,PA,Q043,INC2535,48.3,44.6,52.1,1381
49558,2,51,PA,Q047,INCNR,22.6,19.5,26.1,1129
49559,5,34,PA,Q045,MALE,30.8,28.7,33.0,4091
49560,2,54,OWS,Q037,INC5075,38.5,34.2,43.0,628
49561,3,56,OWS,Q036,AGEYR2534,29.9,25.3,34.9,484
49562,5,42,PA,Q045,INCNR,28.6,24.6,32.9,734
49563,1,31,PA,Q043,RACENAA,42.7,33.1,52.8,250
49564,1,12,PA,Q045,MALE,36.4,34.3,38.6,4382
49565,5,20,OWS,Q037,AGEYR5564,34.7,33.2,36.3,4643
49566,5,26,OWS,Q037,AGEYR3544,32.8,29.3,36.5,934
49567,1,25,OWS,Q037,FEMALE,29.1,27.8,30.5,12311
49568,1,2,PA,Q047,AGEYR1824,16.1,11.0,22.9,215
49569,1,23,OWS,Q036,OVERALL,27.8,26.8,28.9,12643
49570,1,53,PA,Q044,AGEYR5564,19.1,17.4,20.9,3616
49571,1,12,OWS,Q037,INC2535,36.5,32.5,40.8,1285
49572,1,54,OWS,Q037,INC3550,38.0,33.7,42.5,663
49573,4,45,OWS,Q037,INCNR,36.3,32.9,39.8,1462
49574,2,51,OWS,Q036,INC2535,32.5,27.7,37.7,599
49575,3,2,PA,Q043,AGEYR4554,54.4,49.4,59.2,798
49576,3,53,OWS,Q037,INC2535,39.5,35.1,44.1,999
49577,4,21,PA,Q047,OVERALL,28.2,26.9,29.6,11189
49578,3,47,PA,Q046,EDUHS,6.4,4.1,9.8,580
49579,5,4,OWS,Q036,RACEHIS,35.9,32.1,39.8,1072
49580,3,5,PA,Q044,INCLESS15,7.4,4.9,11.1,648
49581,5,23,OWS,Q036,AGEYR4554,31.8,28.7,35.1,1413
49582,4,38,PA,Q047,INC2535,24.5,20.0,29.6,700
49583,2,32,OWS,Q037,OVERALL,36.3,34.3,38.4,4592
49584,5,36,PA,Q045,OVERALL,28.5,27.4,29.7,10382
49585,1,33,OWS,Q037,AGEYR4554,40.1,36.6,43.7,1168
49586,4,29,OWS,Q036,INC3550,33.1,28.8,37.6,923
49587,3,11,PA,Q045,AGEYR5564,36.0,31.8,40.5,924
49588,5,50,PA,Q046,INC3550,30.5,26.5,34.8,786
49589,4,44,PA,Q047,EDUHS,36.5,31.0,42.4,499
49590,5,1,PA,Q047,INC5075,28.5,24.7,32.6,891
49591,5,49,PA,Q043,INC5075,57.8,54.9,60.7,1696
49592,2,45,OWS,Q036,INCNR,26.5,23.4,29.9,1734
49593,1,47,OWS,Q036,RACE2PLUS,31.0,15.4,52.5,66
49594,4,15,OWS,Q037,EDUCOGRAD,35.7,33.3,38.2,2731
49595,1,33,PA,Q044,RACEHIS,21.4,10.8,38.0,81
49596,2,21,PA,Q047,INCLESS15,44.1,40.0,48.3,1629
49597,3,45,PA,Q043,RACE2PLUS,59.1,47.1,70.1,147
49598,5,18,PA,Q045,INCLESS15,25.8,19.5,33.2,443
49599,2,29,OWS,Q037,RACEWHT,36.6,34.8,38.5,5207
49600,4,45,PA,Q047,RACEHIS,33.9,27.1,41.5,248
49601,5,15,OWS,Q037,RACEHPI,23.9,18.0,30.9,224
49602,1,44,PA,Q046,RACEHIS,23.0,18.1,28.7,415
49603,5,25,PA,Q046,RACEBLK,28.6,23.1,34.9,408
49604,5,15,PA,Q045,EDUCOGRAD,36.9,34.6,39.3,2664
49605,3,6,PA,Q046,EDUHSGRAD,34.0,31.2,36.9,1952
49606,1,32,OWS,Q037,INC3550,37.1,31.3,43.2,725
49607,2,42,PA,Q047,RACEWHT,22.5,21.6,23.4,17070
49608,3,31,PA,Q046,RACEWHT,28.1,26.9,29.3,14676
49609,3,17,OWS,Q037,AGEYR5564,38.5,34.7,42.5,1174
49610,3,10,OWS,Q037,AGEYR1824,21.6,16.4,27.8,263
49611,2,8,OWS,Q036,RACEASN,9.2,4.6,17.7,131
49612,3,33,PA,Q044,AGEYR1824,33.0,26.3,40.4,234
49613,3,38,PA,Q043,INC1525,42.0,37.2,47.1,841
49614,1,15,PA,Q043,AGEYR3544,52.5,48.0,57.0,820
49615,4,51,PA,Q047,INC1525,38.1,34.4,42.0,1280
49616,3,13,PA,Q046,INC1525,25.0,21.8,28.6,1170
49617,1,9,PA,Q045,INC1525,28.5,23.6,34.1,719
49618,5,6,PA,Q043,INC5075,57.8,54.2,61.3,1250
49619,5,19,PA,Q044,INCLESS15,14.1,9.7,20.0,357
49620,1,23,PA,Q046,INC1525,23.6,21.1,26.4,2153
49621,1,48,PA,Q047,EDUHSGRAD,31.9,29.3,34.6,3520
49622,5,17,OWS,Q037,INC75PLUS,38.8,36.0,41.7,1744
49623,3,31,OWS,Q036,INCLESS15,29.9,26.1,34.0,1446
49624,5,47,OWS,Q037,INC3550,36.4,31.2,41.9,658
49625,1,24,PA,Q046,AGEYR4554,27.0,24.4,29.8,2016
49626,4,49,PA,Q047,AGEYR65PLUS,24.7,23.0,26.6,3573
49627,1,37,OWS,Q036,INC2535,33.3,28.9,38.0,1069
49628,4,53,PA,Q047,INC1525,23.2,20.0,26.8,1209
49629,5,25,OWS,Q036,INC3550,27.4,23.0,32.3,813
49630,5,16,PA,Q047,AGEYR5564,20.8,18.1,23.9,1210
49631,1,25,OWS,Q036,RACEHIS,30.9,27.1,35.1,1524
49632,4,53,PA,Q047,EDUCOGRAD,9.8,8.6,11.1,4348
49633,5,49,PA,Q047,MALE,19.7,18.3,21.1,4931
49634,1,23,PA,Q043,INC3550,56.4,53.4,59.4,1753
49635,1,39,PA,Q046,AGEYR3544,30.3,27.0,33.7,1230
49636,3,37,PA,Q046,RACE2PLUS,31.6,19.5,46.9,99
49637,3,26,PA,Q045,EDUCOGRAD,36.5,34.6,38.3,4157
49638,3,32,PA,Q045,RACEBLK,21.4,14.7,30.0,167
49639,5,11,PA,Q044,INC2535,23.7,13.1,39.1,191
49640,3,32,OWS,Q036,RACEHIS,26.1,20.7,32.3,561
49641,1,8,PA,Q047,AGEYR2534,14.2,11.7,17.1,1046
49642,5,13,PA,Q047,INC3550,26.9,21.9,32.6,470
49643,5,45,OWS,Q036,AGEYR4554,38.0,35.1,40.9,1719
49644,2,2,PA,Q047,AGEYR4554,20.6,17.0,24.6,865
49645,1,54,PA,Q044,INC75PLUS,17.9,14.8,21.4,660
49646,4,25,OWS,Q036,INC2535,24.9,21.2,29.1,1207
49647,3,9,PA,Q045,INC1525,30.3,25.5,35.6,816
49648,2,34,OWS,Q037,EDUCOTEC,36.3,34.0,38.7,3485
49649,3,18,PA,Q045,RACEWHT,26.8,25.5,28.1,7943
49650,4,35,OWS,Q036,INC3550,29.9,25.3,34.9,1034
49651,2,36,OWS,Q037,INC2535,36.8,30.5,43.6,501
49652,3,46,PA,Q043,AGEYR4554,53.4,48.6,58.1,1109
49653,3,16,OWS,Q036,MALE,31.2,28.5,33.9,2347
49654,4,50,OWS,Q037,EDUCOTEC,33.5,30.6,36.4,1370
49655,3,41,PA,Q045,EDUHS,36.5,29.0,44.7,231
49656,1,31,PA,Q045,RACE2PLUS,26.7,19.8,35.0,233
49657,5,19,PA,Q046,INC5075,27.9,24.2,32.0,873
49658,4,5,OWS,Q036,INCNR,34.6,29.1,40.4,827
49659,5,11,PA,Q043,INC1525,59.8,48.9,69.8,320
49660,2,34,OWS,Q037,RACEHIS,40.0,36.8,43.3,1632
49661,1,20,OWS,Q036,EDUHS,30.6,27.4,34.0,1237
49662,5,29,PA,Q046,EDUCOGRAD,40.2,37.3,43.1,2091
49663,5,9,OWS,Q036,AGEYR65PLUS,25.5,23.7,27.4,3978
49664,3,13,PA,Q046,EDUHSGRAD,26.3,23.5,29.2,1989
49665,5,32,PA,Q046,RACEHIS,31.2,25.1,38.1,344
49666,2,22,PA,Q047,INC5075,24.3,20.4,28.5,956
49667,5,54,PA,Q044,EDUCOTEC,16.6,14.2,19.2,1354
49668,5,17,OWS,Q036,RACEASN,9.6,5.1,17.4,157
49669,1,45,OWS,Q036,EDUCOTEC,32.9,30.5,35.5,3131
49670,3,26,PA,Q044,RACE2PLUS,25.6,18.9,33.7,268
49671,5,5,PA,Q046,INC5075,28.4,22.0,35.8,534
49672,5,26,PA,Q044,OVERALL,19.5,18.5,20.7,8037
49673,1,23,PA,Q047,INC1525,32.6,30.0,35.4,2187
49674,2,16,OWS,Q037,INC3550,35.6,30.3,41.2,848
49675,3,30,PA,Q043,EDUCOGRAD,67.9,65.6,70.1,2906
49676,3,1,OWS,Q036,AGEYR2534,30.4,25.6,35.7,491
49677,2,29,PA,Q047,AGEYR3544,20.6,16.9,24.8,735
49678,3,8,PA,Q043,AGEYR3544,58.2,55.4,61.0,1674
49679,3,20,PA,Q045,EDUHS,23.0,20.3,26.0,1376
49680,3,6,OWS,Q036,MALE,25.1,23.5,26.8,4828
49681,1,19,PA,Q046,AGEYR4554,24.1,21.4,27.0,1217
49682,5,20,OWS,Q037,RACEWHT,34.2,33.3,35.0,17924
49683,1,36,PA,Q046,INC1525,24.7,21.1,28.8,1058
49684,5,18,PA,Q045,MALE,26.0,23.5,28.6,2243
49685,2,17,OWS,Q036,INC3550,27.2,23.1,31.8,730
49686,1,35,OWS,Q036,INC1525,29.6,26.8,32.7,1728
49687,1,45,PA,Q046,EDUHS,22.4,19.1,26.1,1660
49688,3,32,PA,Q045,EDUHSGRAD,28.3,24.2,32.8,1220
49689,1,8,PA,Q045,EDUCOGRAD,44.2,42.5,46.0,5288
49690,5,54,PA,Q044,INCNR,10.5,8.5,12.9,1114
49691,5,28,PA,Q046,AGEYR3544,28.7,24.3,33.6,571
49692,1,35,OWS,Q037,MALE,41.6,39.5,43.7,3742
49693,5,31,OWS,Q036,EDUHSGRAD,34.1,32.1,36.1,5334
49694,2,37,OWS,Q037,OVERALL,36.2,35.1,37.4,11113
49695,4,46,OWS,Q037,INC5075,36.7,32.1,41.5,1072
49696,1,29,PA,Q045,AGEYR5564,31.4,28.2,34.8,1271
49697,5,42,PA,Q045,INC75PLUS,32.8,29.7,36.1,1403
49698,1,13,OWS,Q037,EDUCOGRAD,38.1,35.8,40.5,3185
49699,1,47,OWS,Q036,INCNR,26.3,21.4,31.9,1299
49700,1,16,OWS,Q036,INC2535,29.0,24.1,34.5,707
49701,4,35,OWS,Q037,RACEHIS,36.0,33.3,38.7,2557
49702,5,13,OWS,Q036,OVERALL,30.7,28.8,32.6,4269
49703,5,56,PA,Q047,AGEYR5564,28.1,24.8,31.6,1263
49704,4,42,OWS,Q037,AGEYR1824,18.6,14.9,23.0,463
49705,1,33,PA,Q046,EDUHSGRAD,25.4,22.5,28.6,1749
49706,3,8,OWS,Q037,EDUCOGRAD,36.2,34.6,37.7,5639
49707,5,45,PA,Q044,EDUCOGRAD,26.5,24.5,28.6,3298
49708,5,34,PA,Q047,AGEYR4554,25.7,23.0,28.6,2028
49709,3,1,PA,Q045,INC3550,26.9,22.6,31.7,625
49710,3,32,PA,Q046,INC5075,35.8,29.4,42.8,708
49711,1,11,PA,Q044,AGEYR4554,24.8,21.0,29.1,725
49712,3,15,PA,Q047,EDUHSGRAD,25.9,23.2,28.8,2049
49713,3,1,PA,Q045,AGEYR65PLUS,32.6,30.0,35.3,2177
49714,1,11,OWS,Q036,AGEYR2534,20.8,16.6,25.8,437
49715,5,42,OWS,Q036,EDUHS,32.3,26.0,39.4,317
49716,1,56,PA,Q047,AGEYR2534,22.4,18.9,26.3,710
49717,3,49,OWS,Q036,AGEYR3544,28.1,25.8,30.5,2093
49718,1,27,OWS,Q037,RACEASN,29.0,22.1,37.1,217
49719,5,51,OWS,Q036,INC1525,34.0,30.0,38.2,1013
49720,4,11,PA,Q047,AGEYR4554,22.2,17.7,27.5,654
49721,5,6,PA,Q044,AGEYR1824,32.6,29.4,36.1,1059
49722,1,6,OWS,Q037,RACENAA,31.9,23.3,41.9,151
49723,3,31,PA,Q047,AGEYR1824,17.5,14.2,21.2,795
49724,3,8,PA,Q045,INC75PLUS,42.6,40.7,44.6,3817
49725,5,12,PA,Q047,FEMALE,26.9,25.2,28.8,5062
49726,3,32,PA,Q046,INC2535,28.3,21.7,35.9,458
49727,3,16,PA,Q046,INCNR,26.2,21.3,31.7,576
49728,3,20,PA,Q045,RACEWHT,30.5,29.7,31.3,18470
49729,1,32,PA,Q047,OVERALL,24.3,22.2,26.5,5100
49730,3,26,OWS,Q036,MALE,31.1,29.4,32.8,5366
49731,2,23,OWS,Q036,INCNR,20.7,17.5,24.3,941
49732,1,37,PA,Q046,RACE2PLUS,36.7,23.8,51.8,134
49733,5,49,PA,Q047,EDUCOTEC,18.5,17.1,20.1,3334
49734,1,48,PA,Q044,EDUCOTEC,21.6,19.0,24.4,3426
49735,1,2,OWS,Q036,EDUCOGRAD,22.1,19.1,25.5,1150
49736,5,28,OWS,Q036,INCNR,27.0,22.9,31.5,924
49737,5,36,PA,Q045,INC5075,29.5,26.4,32.9,1384
49738,5,54,PA,Q047,AGEYR5564,34.7,31.8,37.6,1346
49739,3,32,PA,Q044,INCNR,18.9,14.1,24.9,606
49740,3,15,PA,Q046,RACEHIS,41.4,35.5,47.6,568
49741,3,34,OWS,Q037,INCNR,33.2,29.9,36.8,1707
49742,2,6,OWS,Q036,RACENAA,17.6,10.5,28.0,107
49743,3,13,OWS,Q037,RACEASN,26.2,17.2,37.7,90
49744,5,34,PA,Q044,AGEYR2534,21.0,17.6,24.7,908
49745,1,26,PA,Q043,INCNR,52.4,47.9,56.8,1306
49746,3,27,PA,Q043,AGEYR3544,51.5,47.6,55.4,1798
49747,1,17,PA,Q046,INC5075,35.2,30.3,40.3,876
49748,1,37,PA,Q047,AGEYR65PLUS,33.4,31.1,35.7,3715
49749,1,26,PA,Q044,INCNR,20.6,17.3,24.5,1289
49750,1,51,PA,Q046,INCNR,28.9,23.9,34.5,788
49751,1,12,PA,Q047,RACEWHT,23.9,22.6,25.2,8830
49752,5,41,PA,Q047,INC1525,23.1,19.3,27.4,649
49753,5,46,PA,Q043,INC3550,55.1,49.4,60.8,932
49754,5,44,PA,Q047,EDUHS,40.0,33.7,46.6,437
49755,5,26,PA,Q044,MALE,21.0,19.4,22.8,3462
49756,3,53,OWS,Q036,INC75PLUS,24.5,22.6,26.5,3080
49757,2,5,OWS,Q037,INC3550,36.8,32.0,41.9,631
49758,2,23,OWS,Q036,INC5075,26.6,24.0,29.3,1446
49759,2,4,OWS,Q036,RACE2PLUS,31.6,20.1,45.9,97
49760,5,13,PA,Q046,INC3550,27.9,22.5,34.0,464
49761,5,35,PA,Q047,AGEYR1824,14.8,10.2,21.0,278
49762,2,39,OWS,Q036,MALE,30.5,28.8,32.3,5035
49763,1,17,PA,Q044,INC3550,18.3,14.2,23.3,735
49764,1,28,PA,Q044,RACEWHT,14.6,13.2,16.1,5270
49765,1,19,PA,Q044,RACE2PLUS,14.7,6.4,30.1,51
49766,3,42,PA,Q046,EDUCOTEC,30.8,28.3,33.3,2431
49767,5,2,PA,Q047,OVERALL,22.0,19.7,24.4,3420
49768,1,48,PA,Q045,AGEYR4554,24.4,21.8,27.2,2388
49769,1,40,PA,Q043,AGEYR4554,42.1,39.0,45.3,1416
49770,3,40,PA,Q043,EDUHSGRAD,40.9,38.3,43.6,2285
49771,3,36,OWS,Q036,AGEYR1824,11.1,8.4,14.4,594
49772,3,50,OWS,Q036,FEMALE,23.8,22.0,25.6,3446
49773,5,32,PA,Q045,INC75PLUS,41.6,35.9,47.4,698
49774,1,28,OWS,Q037,EDUHSGRAD,34.7,32.3,37.1,2804
49775,5,55,PA,Q047,OVERALL,21.6,20.2,23.2,5534
49776,5,33,PA,Q045,RACEHIS,41.8,26.0,59.5,54
49777,1,9,PA,Q043,MALE,54.2,51.4,56.9,2458
49778,1,55,PA,Q045,MALE,36.6,33.6,39.7,1953
49779,3,46,PA,Q046,INC2535,24.0,19.3,29.4,695
49780,1,39,OWS,Q037,INC3550,34.5,30.8,38.4,1170
49781,1,16,PA,Q047,FEMALE,22.2,20.1,24.5,3473
49782,5,20,PA,Q044,INC75PLUS,23.9,22.6,25.4,5424
49783,5,1,PA,Q045,EDUCOGRAD,31.1,28.5,33.8,2013
49784,3,27,PA,Q044,RACEWHT,21.2,19.8,22.6,11363
49785,1,1,OWS,Q036,AGEYR4554,38.0,34.5,41.5,1288
49786,5,21,PA,Q046,AGEYR2534,37.2,32.1,42.7,662
49787,3,18,PA,Q046,INC5075,25.5,22.4,29.0,1261
49788,3,54,PA,Q046,EDUHS,10.8,8.0,14.3,730
49789,4,18,OWS,Q037,RACE2PLUS,31.4,21.3,43.6,124
49790,1,36,PA,Q047,AGEYR3544,26.5,23.1,30.2,1044
49791,5,8,PA,Q043,RACENAA,58.9,43.9,72.4,96
49792,5,54,OWS,Q037,INCLESS15,31.4,27.3,35.9,609
49793,3,56,OWS,Q036,EDUHSGRAD,27.5,24.8,30.4,1883
49794,3,12,PA,Q043,RACEBLK,46.8,42.5,51.1,2330
49795,5,2,OWS,Q036,RACENAA,39.1,32.7,45.9,585
49796,3,21,PA,Q043,INCLESS15,38.6,33.9,43.6,1231
49797,1,27,PA,Q047,AGEYR1824,15.6,12.4,19.5,806
49798,5,5,OWS,Q037,RACENAA,27.6,15.4,44.3,83
49799,3,41,OWS,Q036,EDUHS,31.4,24.7,38.9,270
49800,2,18,PA,Q047,FEMALE,27.4,25.8,29.0,5243
49801,2,56,PA,Q047,INC75PLUS,14.8,12.2,17.8,1534
49802,3,12,PA,Q046,EDUHS,20.7,17.1,24.8,2974
49803,1,13,PA,Q043,RACENAA,40.2,24.3,58.5,52
49804,3,18,OWS,Q036,EDUCOGRAD,25.4,23.5,27.3,2811
49805,1,55,OWS,Q036,AGEYR5564,32.9,29.0,37.0,1162
49806,3,48,OWS,Q036,EDUHSGRAD,34.0,31.3,36.9,2413
49807,2,39,OWS,Q037,MALE,41.0,39.2,42.9,5035
49808,3,24,PA,Q047,RACE2PLUS,25.5,16.7,36.9,163
49809,3,17,PA,Q047,EDUHS,30.9,24.7,37.9,325
49810,4,19,OWS,Q036,INC1525,35.2,31.3,39.4,1021
49811,4,28,OWS,Q036,RACEWHT,32.4,29.8,35.1,2445
49812,5,23,PA,Q043,INCNR,47.3,42.5,52.2,811
49813,5,8,PA,Q046,AGEYR4554,31.0,28.2,33.9,1923
49814,1,32,OWS,Q036,RACEOTH,8.0,3.3,18.1,63
49815,5,5,PA,Q047,RACEHIS,30.8,19.9,44.3,96
49816,4,44,OWS,Q037,INCNR,35.7,31.0,40.6,887
49817,5,54,OWS,Q037,AGEYR3544,34.7,30.8,38.8,693
49818,4,2,OWS,Q037,RACEBLK,34.6,21.6,50.3,54
49819,2,22,PA,Q047,INCNR,33.3,29.3,37.6,1465
49820,1,29,OWS,Q036,AGEYR65PLUS,26.2,23.7,28.8,2079
49821,4,33,OWS,Q036,INC75PLUS,23.5,21.0,26.3,1672
49822,2,24,OWS,Q037,AGEYR5564,37.8,35.1,40.6,2667
49823,3,24,PA,Q043,AGEYR5564,46.9,44.2,49.6,2596
49824,4,26,OWS,Q037,RACEASN,25.1,17.6,34.4,123
49825,5,13,PA,Q043,AGEYR65PLUS,52.2,49.0,55.4,1477
49826,2,9,OWS,Q036,AGEYR5564,27.9,25.2,30.9,1769
49827,3,51,PA,Q045,AGEYR3544,29.4,26.0,32.9,994
49828,2,39,OWS,Q036,EDUCOTEC,31.1,29.0,33.3,3178
49829,4,5,OWS,Q037,AGEYR5564,34.7,31.1,38.5,1073
49830,3,12,PA,Q045,INC1525,29.0,26.1,32.0,5335
49831,3,46,PA,Q044,INC2535,15.3,11.6,19.8,692
49832,5,29,PA,Q046,INC3550,24.2,20.4,28.5,865
49833,1,16,PA,Q045,EDUHSGRAD,35.5,32.0,39.2,1611
49834,3,36,OWS,Q036,RACEASN,8.4,5.2,13.3,333
49835,3,19,PA,Q045,RACEWHT,27.8,26.5,29.2,6931
49836,1,10,OWS,Q037,RACE2PLUS,30.1,19.1,44.0,77
49837,3,18,PA,Q046,INC3550,22.8,19.9,26.1,1240
49838,4,25,OWS,Q036,EDUHS,30.2,25.7,35.1,891
49839,5,12,OWS,Q036,INC2535,28.7,24.6,33.1,847
49840,3,5,OWS,Q037,AGEYR2534,33.7,28.4,39.4,386
49841,2,30,PA,Q047,AGEYR4554,19.9,17.5,22.6,1496
49842,1,22,PA,Q043,AGEYR65PLUS,42.0,39.7,44.4,3364
49843,2,32,OWS,Q036,EDUCOTEC,27.3,24.1,30.7,1515
49844,3,39,PA,Q043,EDUHS,35.8,30.9,41.1,805
49845,3,20,PA,Q046,INC5075,28.8,26.9,30.8,3224
49846,1,49,PA,Q045,RACE2PLUS,32.7,20.7,47.5,90
49847,5,44,PA,Q047,AGEYR4554,30.7,26.7,34.9,939
49848,1,47,PA,Q046,INC1525,19.5,14.0,26.4,1226
49849,3,21,PA,Q045,AGEYR4554,27.3,24.4,30.4,1850
49850,1,45,PA,Q047,INC2535,28.3,24.3,32.7,1271
49851,3,11,PA,Q047,EDUHS,40.1,31.8,49.1,271
49852,4,51,OWS,Q036,EDUCOTEC,30.9,28.5,33.4,2263
49853,5,21,OWS,Q036,INCNR,30.5,27.8,33.5,2751
49854,2,11,PA,Q047,OVERALL,17.4,15.7,19.3,3817
49855,2,20,OWS,Q036,INC2535,33.2,29.7,36.9,1219
49856,1,20,OWS,Q037,RACE2PLUS,33.0,25.9,40.9,282
49857,1,13,OWS,Q037,RACEHIS,38.9,31.6,46.7,326
49858,3,11,PA,Q044,FEMALE,22.1,19.5,24.9,2544
49859,4,4,PA,Q047,AGEYR5564,25.6,23.4,28.0,3229
49860,1,44,OWS,Q037,AGEYR4554,39.9,36.6,43.3,1234
49861,1,55,PA,Q046,EDUHS,26.2,18.7,35.4,332
49862,2,8,OWS,Q037,AGEYR1824,23.0,19.2,27.4,579
49863,3,39,PA,Q043,MALE,51.3,49.2,53.4,4345
49864,3,10,PA,Q045,AGEYR2534,28.6,23.5,34.2,455
49865,5,11,PA,Q046,INC75PLUS,42.6,37.7,47.7,1428
49866,1,45,OWS,Q037,INCLESS15,29.4,26.2,32.8,1761
49867,1,56,PA,Q043,RACEHIS,44.9,37.3,52.7,269
49868,1,54,PA,Q044,AGEYR5564,9.3,7.7,11.3,1183
49869,1,15,PA,Q047,RACEHPI,26.9,18.4,37.5,176
49870,5,34,PA,Q045,AGEYR3544,23.9,20.8,27.4,1257
49871,5,39,PA,Q043,MALE,50.9,48.5,53.3,4226
49872,3,34,PA,Q046,AGEYR1824,52.7,47.4,58.0,672
49873,3,31,PA,Q047,FEMALE,24.3,22.9,25.8,9591
49874,1,1,PA,Q045,INC3550,28.3,24.2,32.7,847
49875,5,6,PA,Q045,RACEWHT,41.1,39.5,42.7,5475
49876,3,9,OWS,Q036,RACEWHT,23.3,21.7,24.9,5721
49877,1,40,OWS,Q037,AGEYR3544,34.8,31.1,38.7,966
49878,5,13,PA,Q045,INC2535,31.4,25.6,37.9,375
49879,5,35,PA,Q045,MALE,37.6,34.8,40.6,2511
49880,2,40,OWS,Q036,MALE,33.1,31.0,35.2,3191
49881,3,19,OWS,Q036,AGEYR1824,18.1,14.2,22.7,380
49882,1,27,OWS,Q036,AGEYR1824,14.7,11.5,18.5,805
49883,1,26,PA,Q046,AGEYR1824,42.1,37.0,47.5,562
49884,3,47,PA,Q046,FEMALE,15.3,13.6,17.2,3286
49885,1,27,PA,Q046,AGEYR65PLUS,23.6,21.8,25.4,3510
49886,3,24,OWS,Q036,RACE2PLUS,32.4,23.4,43.0,163
49887,1,47,OWS,Q036,INC5075,29.7,23.1,37.3,513
